KEY,en,notes,sp,fr,de,it,pt-br
ENEMY_SABERTOOTHCAT_NAME,Sabertooth Cat,,Gato dientes de sable,Chat smilodon,Säbelzahnkatze,Gatto dai Denti a Sciabola,Gato Dentes de Sabre
ENEMY_SABERTOOTHCAT_DESC,"Pounces on units.
Does a double-hit melee attack that inflicts bleed at the start of its turn if any enemies are adjacent.
Hates Cavemen!",,"Se abalanza sobre las unidades.
Lanza un ataque cuerpo a cuerpo que golpea dos veces para infligir hemorragia al inicio del turno si hay enemigos adyacentes.
¡Odia a los cavernícolas!","Bondit sur les unités.
Effectue une attaque multiple au corps-à-corps qui inflige Saignement au début de son tour aux ennemis adjacents.
A horreur des hommes des cavernes&nbsp;!","Springt Einheiten an.
Führt am Anfang ihres Zuges einen doppelten Nahkampfangriff, der Blutung verursacht, aus, wenn es benachbarte Einheiten gibt.
Hasst Höhlenmenschen!","Si avventa sulle unità.
All'inizio del suo turno esegue un attacco corpo a corpo da due colpi che infligge Sanguinamento se ci sono nemici adiacenti.
Odia i Cavernicoli!","Salta sobre unidades.
Realiza um ataque corpo-a-corpo duplo que aplica sangramento no início de seu turno se qualquer inimigo estiver adjacente.
Odeia homens das cavernas!"
ENEMY_SABERTOOTHKITTEN_NAME,Sabertooth Kitten,,Gatito dientes de sable,Chaton smilodon,Säbelzahnkätzchen,Gattino dai Denti a Sciabola,Gatinho Dentes de Sabre
ENEMY_SABERTOOTHKITTEN_DESC,"Has a multi hit melee attack that inflicts Bleed.
Can heal its allies.
Hates Cavemen!",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces para infligir hemorragia.
Puede curar a los aliados.
¡Odia a los cavernícolas!","Dispose d'attaque multiple au corps-à-corps qui inflige Saignement.
Peut soigner ses alliés.
A horreur des hommes des cavernes&nbsp;!","Hat einen mehrfach treffenden Nahkampfangriff, der Blutung verursacht.
Kann Verbündete heilen.
Hasst Höhlenmenschen!","Possiede un attacco corpo a corpo multiplo che infligge Sanguinamento.
Può curare i suoi alleati.
Odia i Cavernicoli!","Possui um ataque corpo-a-corpo multigolpes que aplica sangramento.
Pode curar aliados.
Odeia homens das cavernas!"
ENEMY_MAMMOTHKITTEN_NAME,Mammoth Kitten,,Cría de mamut,Chaton mammouth,Mammutkätzchen,Gattino Mammut,Gatinho Mamute
ENEMY_MAMMOTHKITTEN_DESC,"Its melee attack knocks units into the air.
Bruises and knocks back adjacent units at the start of its turn.
Trample.",,"Su ataque cuerpo a cuerpo lanza a las unidades por los aires.
Inflige moratón y retroceso a las unidades adyacentes al inicio del turno.
Pisotón.","Son attaque au corps-à-corps projette les unités en l'air.
Inflige Contusion et repousse les unités adjacentes au début de son tour.
Piétinement.","Sein Nahkampfangriff stößt Einheiten in die Luft.
Verursacht Beulen und stößt benachbarte Einheiten am Anfang seines Zuges zurück.
Trampel.","Il suo attacco corpo a corpo lancia le unità in aria.
Infligge Livido e respinge le unità adiacenti all'inizio del suo turno.
Calpestamento.","Seu ataque corpo-a-corpo joga unidades no ar.
Empurra para trás e causa contusão em unidades adjacentes no início de seu turno.
Atropelamento."
ENEMY_SKINNED_NAME,Skinned,,Despellejado,L'Écorché,Gehäuteter,Scuoiato,Esfolado
ENEMY_SKINNED_DESC,Does 3 dash attacks in a row with Knockback.,,Lanza 3 ataques relámpago seguidos con retroceso.,Effectue 3&nbsp;attaques impulsées consécutives qui infligent Recul.,Führt drei Ansturmangriffe mit Rückstoß hintereinander aus.,Esegue 3 attacchi in scatto con Contraccolpo di fila.,Realiza 3 ataques de impulso com empurrão em sequência.
ENEMY_STEMCAT_NAME,Stem Cat,,Citogato,Chat écorché,Stammkatze,Gatto Staminale,Gato-Tronco
ENEMY_STEMCAT_DESC,"Melee attacker.
Spawns a Clot when it takes damage.",,"Atacante cuerpo a cuerpo.
Genera un coágulo al sufrir daño.","Attaque au corps-à-corps.
Invoque un caillot quand il subit des dégâts.","Nahkämpfer.
Lässt ein Blutgerinnsel erscheinen, wenn sie Schaden erleidet.","Specialista del corpo a corpo.
Genera un Grumo quando subisce danno.","Agressor corpo-a-corpo.
Gera um coágulo ao sofrer dano."
ENEMY_KATZEBOT_NAME,Katzebot,cat bot (see the note about robot nazi enemies elsewhere),Katzebot,Katzebot,Katzenbot,Bot Gatten,Katzebot
ENEMY_KATZEBOT_DESC,Melee attacker. Focuses its lowest health enemy. Will Suplex others out of the way.,,Este atacante cuerpo a cuerpo se centra en el enemigo con menos PS. Aparta a los demás con Súplex.,Attaque au corps-à-corps. Cible en priorité l'ennemi aux PV les plus bas. Effectue des suplex pour écarter les autres.,"Nahkämpfer. Bevorzugt den Gegner mit den niedrigsten LP. Verwendet Suplex bei Gegnern, die im Weg stehen.",Specialista del corpo a corpo. Si concentra sul suo nemico con salute più bassa. Scaglia lontano gli altri con Suplex.,Agressor corpo-a-corpo. Concentra-se no inimigo com menos saúde. Realiza ataques de suplex para tirar outros do caminho.
ENEMY_FATCAT_NAME,Übercat, (see the note about robot nazi future enemies elsewhere),Übergato,Überchat,Überkatze,Übergatto,Übergato
ENEMY_FATCAT_DESC,"Has a leap attack that does knockback in an area.
Reflects Projectiles. Uncapped HP.",,"Lanza un ataque con salto que inflige retroceso en un área.
Devuelve los proyectiles. PS sin límite.","Dispose d'une attaque sautée qui repousse dans une zone.
Renvoie les projectiles. PV non plafonnés.","Hat einen Sprungangriff, der Rückstoß in einem bestimmten Bereich verursacht.
Reflektiert Geschosse. Keine Obergrenze für LP.","Possiede un attacco in salto che applica Contraccolpo a un'area.
Respinge i proiettili. PS illimitati.","Possui um ataque de salto que causa empurrão em uma área.
Reflete projéteis. PV sem limites."
ENEMY_CANCERCAT_NAME,Cancer Cat,,Gato cancerígeno,Chat cancéreux,Krebskatze,Gatto Cancerogeno,Gato Câncer
ENEMY_CANCERCAT_DESC,"Its melee attack causes cats it hits to lose 1 [img:con] permanently and has a chance to give them cancer.
Explodes after 3 turns.",,"Su ataque cuerpo a cuerpo hace que los gatos pierdan 1 [img:con] para siempre y puede provocarles cáncer.
Estalla después de 3 turnos.","Son attaque au corps-à-corps fait perdre définitivement 1&nbsp;[img:con] aux chats qu'elle touche et a une chance de leur donner le cancer.
Explose après 3&nbsp;tours.","Ihr Nahkampfangriff lässt Katzen dauerhaft 1&nbsp;[img:con] verlieren und kann Krebs verursachen.
Explodiert nach drei Zügen.","Il suo attacco corpo a corpo fa perdere permanentemente 1 alla [img:con] ai gatti che colpisce, e ha la possibilità di infliggere loro Cancro.
Esplode dopo 3 turni.","Seu ataque corpo-a-corpo faz com que gatos percam 1 de [img:con] permanentemente e possui uma chance de aplicar câncer.
Explode após 3 turnos."
ENEMY_COLLECTIVE_NAME,The Collective,,El Colectivo,Le Collectif,Das Kollektiv,Il Collettivo,O Coletivo
ENEMY_COLLECTIVE_DESC,"Has a spin attack.
Counterattacks when hit.
Mimics the attacks and counters of all other cats in The Collective.",,"Lanza un ataque giratorio.
Contrataca al recibir un golpe.
Imita los ataques y contrataques de todos los demás gatos del Colectivo.","Dispose d'une attaque tournoyante.
Contre-attaque quand il est touché.
Imite les attaques et les contres de tous les autres chats du Collectif.","Hat einen Wirbelangriff.
Kontert, wenn es getroffen wird.
Ahmt Angriffe und Konter aller anderen Katzen im Kollektiv nach.","Possiede un attacco rotante.
Contrattacca quando viene colpito.
Mima gli attacchi e i contrattacchi di tutti gli altri gatti del Collettivo.","Possui um ataque giratório.
Contra-ataca ao sofrer golpes.
Copia os ataques e contra-ataques de todos os outros gatos do coletivo."
ENEMY_SHADECAT_NAME,Shade Cat,,Gatosombra,Chat sombre,Schattenkatze,Gatto Ombra,Gato Sombra
ENEMY_SHADECAT_DESC,"Melee attacker. Teleports behind a random one of its enemies when damaged.
Its backstabs cause Fear and always crit.",,"Este atacante cuerpo a cuerpo se teletransporta detrás de un enemigo al azar al sufrir daño.
Sus ataques por la espalda infligen miedo y siempre son críticos.","Attaque au corps-à-corps. Se téléporte derrière un ennemi aléatoire quand il subit des dégâts.
Ses attaques sournoises infligent Peur et sont critiques à coup sûr.","Nahkämpfer. Teleportiert sich hinter einen zufälligen Gegner, wenn sie Schaden erleidet.
Ihre Angriffe von hinten verursachen Angst und treffen immer kritisch.","Specialista del corpo a corpo. Si teletrasporta dietro un nemico casuale quando subisce danno.
I suoi colpi alle spalle infliggono Paura e sono sempre critici.","Agressor corpo-a-corpo. Teletransporta-se para trás de um inimigo aleatório ao sofrer dano.
Suas punhaladas aplicam medo e são sempre golpes críticos."
ENEMY_POOPCAT_NAME,Poop Cat,,Gatocaca,Chacaca,Kackkatze,Gatto Cacca,Gato Cocô
ENEMY_POOPCAT_DESC,Nasty.,,Qué ascazo.,Vraiment dégueu.,Igitt.,Che schifo.,Nojento.
ENEMY_JACKCAT_NAME,Jack,,Jack,Jack,Jack,Jack,Jack
ENEMY_JACKCAT_DESC,Protects his allies.,,Protege a sus aliados.,Protège ses alliés.,Beschützt seine Verbündeten.,Protegge i suoi alleati.,Protege seus aliados.
ENEMY_CHAOSSTACY_NAME,Chaos Stacy,,Stacy caótica,Stacy du chaos,Chaos-Stacy,Caos Stacy,Stacy Caótica
ENEMY_CHAOSSTACY_DESC,"Its melee attack inflicts Scrambled.
Reflects projectiles and knocks back units that contact.",,"Su ataque cuerpo a cuerpo inflige revoltijo.
Devuelve los proyectiles y hace retroceder a las unidades que entran en contacto.","Son attaque au corps-à-corps inflige Désordre.
Renvoie les projectiles et repousse les unités qui la touchent.","Ihr Nahkampfangriff verursacht Durchgemischt.
Reflektiert Geschosse und stößt Einheiten zurück, die sie berühren.","Il suo attacco corpo a corpo infligge Scompiglio.
Respinge i proiettili e le unità che vi entrano in contatto.","Seu ataque corpo-a-corpo aplica embaralhamento.
Reflete projéteis e empurra para trás unidades que entram em contato."
ENEMY_ANGELICCAT_NAME,Angelic Cat,,Gato angelical,Chat angélique,Engelskatze,Gatto Angelico,Gato Angelical
ENEMY_ANGELICCAT_DESC,"Has a Holy Wind area attack.
Gains 1 [img:divineshield] at the end of its turn.
Immune to Holy. Gains All Stats Up when struck with Holy Element.",,"Lanza un ataque con Viento sagrado en un área.
Obtiene 1 [img:divineshield] al final del turno.
Inmune a lo sagrado. Obtiene aumento total cuando lo golpean con un elemento sagrado.","Dispose d'une attaque de zone de vent sacré.
Bénéficie de [img:divineshield] +1&nbsp;à la fin de son tour.
Immunité au sacré. Bénéficie de Hausse de stats quand il est touché par une attaque sacrée.","Hat einen heiligen Wind-Flächenangriff.
Erhält am Ende ihres Zuges 1&nbsp;[img:divineshield].
Immun gegen heiligen Schaden. Erhält einen Bonus auf alle Attribute, wenn es heiligen Schaden erleidet.","Possiede un attacco Vento Sacro ad area.
Ottiene 1 allo [img:divineshield] al termine del suo turno.
Immune al Sacro. Ottiene Aumento delle Statistiche quando viene colpito da Elemento Sacro.","Possui um ataque de área de vento divino.
Obtém 1 de [img:divineshield] no início de seu turno.
Imune contra o sagrado. Obtém todos os atributos aumentados ao sofrer golpes do elemento sagrado."
ENEMY_LOANSHARK_NAME,Loan Shark,,Tibusurero,Requin usurier,Geldhai,Squalo Strozzino,Tubaragiota
ENEMY_LOANSHARK_DESC,"Its bite inflicts Bleed.
Takes bonus turns for each bleeding unit.
Focuses on bleeding units.",,"Inflige hemorragia con sus mordiscos.
Juega turnos de bonificación por cada unidad con hemorragia.
Se centra en las unidades con hemorragia.","Sa morsure inflige Saignement.
Bénéficie d'un tour bonus pour chaque unité qui saigne.
Cible en priorité les unités qui saignent.","Sein Biss verursacht Blutung.
Bekommt zusätzliche Züge pro blutender Einheit.
Bevorzugt blutende Einheiten.","Il suo morso infligge Sanguinamento.
Ottiene turni bonus per ogni unità con Sanguinamento.
Si concentra sulle unità con Sanguinamento.","Sua mordida aplica sangramento.
Obtém turnos adicionais para cada unidade com sangramento.
Concentra-se em unidades com sangramento."
//birds,,,,,,,
ENEMY_BIRD_NAME,Bird,,Pájaro,Oiseau,Vogel,Uccello,Pássaro
ENEMY_BIRD_DESC,Whoever kills this gets All Stats Up and finds a bonus item!,,Quien mata a esta unidad recibe aumento total y encuentra un objeto de bonificación.,Celui qui le tue bénéficie de Hausse de stats et obtient un objet bonus&nbsp;!,"Wer diesen Vogel tötet, erhält einen Bonus auf alle Attribute und findet einen zusätzlichen Gegenstand!",Chiunque lo uccida ottiene Aumento delle Statistiche e trova un oggetto bonus!,Quem matar isto obtém todos os atributos aumentados e encontra um item bônus!
ENEMY_LITTLEBIRD_NAME,Little Bird,,Pajarito,Petit oiseau,Kleiner Vogel,Uccellino,Pássaro Pequeno
ENEMY_MEDBIRD_NAME,Medium Bird,,Pájaro mediano,Oiseau moyen,Mittelgroßer Vogel,Uccello Medio,Pássaro Médio
ENEMY_BIGBIRD_NAME,Big Bird,,Pajarraco,Gros oiseau,Großer Vogel,Uccello Grosso,Pássaro Grande
ENEMY_BLACKBIRD_NAME,Black Bird,,Pájaro negro,Oiseau noir,Schwarzer Vogel,Uccello Nero,Pássaro Preto
ENEMY_DOVE_NAME,Dove,,Paloma,Colombe,Weiße Taube,Colomba,Rolinha
ENEMY_HUMMINGBIRD_NAME,Hummingbird,,Colibrí,Colibri,Kolibri,Colibrì,Beija-Flor
ENEMY_CHERUB_NAME,Cherub,,Querubín,Chérubin,Cherub,Cherubino,Querubim
ENEMY_CHERUB_FINALBOSS_DESC,Whoever kills this gets All Stats Up!,,¡Quien mata a esta unidad recibe aumento total!,Celui qui le tue bénéficie de Hausse de stats&nbsp;!,"Wer ihn tötet, erhält einen Bonus auf alle Attribute!",Chiunque lo uccida ottiene Aumento delle Statistiche!,Quem matar isto obtém todos os atributos aumentados!
ENEMY_PIGEON_NAME,Pigeon,,Palomo,Pigeon,Taube,Piccione,Pombo
ENEMY_SEAGULL_NAME,Seagull,,Gaviota,Mouette,Möwe,Gabbiano,Gaivota
ENEMY_RAVEN_NAME,Raven,,Cuervo,Corbeau,Rabe,Corvo,Gralha
ENEMY_MUTANT_NAME,Mutant,,Mutante,Mutant,Mutant,Mutante,Mutante
ENEMY_CHICKEN_NAME,Chicken,,Pollo,Poulet,Hühnchen,Pollo,Galinha
ENEMY_TURKEY_NAME,Turkey,,Pavo,Dinde,Pute,Tacchino,Peru
ENEMY_EAGLE_NAME,Eagle,,Águila,Aigle,Adler,Aquila,Águia
ENEMY_HARPY_NAME,Harpy,,Arpía,Harpie,Harpyie,Arpìa,Harpia
//minibosses,,,,,,,
ENEMY_MAISIE_NAME,Maisie,,Maisie,Maisie,Maisie,Maisie,Maisie
ENEMY_MAISIE_DESC,Protects her kittens when they are attacked.,,Protege a sus gatitos cuando los atacan.,Protège ses chatons quand ils sont attaqués.,"Beschützt ihre Kätzchen, wenn sie angegriffen werden.",Protegge i suoi gattini quando vengono attaccati.,Protege seus gatinhos ao sofrer ataques.
ENEMY_LUCY_NAME,Lucy,,Lucy,Lucy,Lucy,Lucy,Lucy
ENEMY_LUCY_DESC,Her powerful spells take time to charge up.,,Sus poderosos hechizos tardan bastante en recargarse.,Ses sorts puissants mettent du temps à se charger.,Ihre mächtigen Zauber müssen zuerst aufgeladen werden.,I suoi potenti incantesimi richiedono tempo per ricaricarsi.,Seus encantamentos poderosos precisam de tempo para carregar.
ENEMY_FENRIR_NAME,Fenrir,,Fenrir,Fenrir,Fenrir,Fenrir,Fenrir
ENEMY_FENRIR_DESC,"Tosses bear traps!
Has an affinity for tall grass.
Swats away melee attackers.",,"Lanza cepos para osos.
Tiene afinidad por la hierba alta.
Aparta a los atacantes cuerpo a cuerpo a base de golpes.","Lance des pièges à ours&nbsp;!
À l'aise dans les hautes herbes.
Repousse les attaquants au corps-à-corps.","Wirft Bärenfallen!
Bevorzugt hohes Gras.
Stößt Nahkämpfer weg.","Lancia trappole per orsi!
Ha una passione per l'erba alta.
Scaccia gli specialisti del corpo a corpo.","Lança armadilhas de urso!
Possui afinidade por grama alta.
Dá tapas para afastar agressores corpo-a-corpo."
ENEMY_DACK_NAME,Dack,,Dack,Dack,Dack,Dack,Dack
ENEMY_DACK_DESC,"His ranged attacks scatter held coins.
Has a melee attack that inflicts Poison.
Seeks coin pickups.
Gains a Backflip every time he collects a coin.",,"Sus ataques a distancia tira las monedas de las unidades.
Lanza un ataque cuerpo a cuerpo que inflige veneno.
Busca recogibles de moneda.
Obtiene un mortal hacia atrás cada vez que recoge una moneda.","Ses attaques à distance dispersent les pièces transportées.
Son attaque au corps inflige Poison.
Cherche les pièces à ramasser.
Obtient un Salto arrière chaque fois qu'il ramasse une pièce.","Sein Fernkampfangriff verstreut Münzen.
Hat einen Nahkampfangriff, der Gift verursacht.
Verfolgt Münzen.
Erhält einen Rückwärtssalto für jede Münze, die er einsammelt.","I suoi attacchi a distanza disperdono le monete trasportate.
Possiede un attacco corpo a corpo che infligge Veleno.
Cerca raccoglibili monete.
Ottiene un Salto Mortale all'Indietro ogni volta che raccoglie una moneta.","Seus ataques à distância espalham moedas que possui.
Possui um ataque corpo-a-corpo que aplica veneno.
Busca coletáveis de moedas.
Obtém um mortal para trás sempre que coleta uma moeda."
ENEMY_MARSHMALLOW_NAME,Marshmallow,,Esponjita,Guimauve,Marshmallow,Marshmallow,Marshmallow
ENEMY_MARSHMALLOW_DESC,Her lick attack Charms units.,,Su ataque con lametón embruja a las unidades.,Ses léchouilles infligent Envoûtement aux unités.,Ihr Schleckangriff verursacht Charme.,Il suo attacco leccante infligge Fascino alle unità.,Seu ataque de lambida enfeitiça unidades.
ENEMY_MAGNUS_NAME,Magnus,,Magnus,Magnus,Magnus,Magnus,Magnus
ENEMY_MAGNUS_DESC,Has a chaining dash attack and a spin attack.,,Lanza un ataque relámpago encadenado y un ataque giratorio.,Dispose d'une attaque impulsée en chaîne et une attaque tournoyante.,Hat einen Mehrfachansturm und einen Wirbelangriff.,Possiede un attacco in scatto concatenato e un attacco rotante.,Possui um ataque de impulso encadeado e um ataque giratório.
ENEMY_STACYMUTANT_NAME,Stacy Mutant,,Stacy mutante,Stacy mutante,Mutierte Stacy,Stacy Mutante,Stacy Mutante
ENEMY_STACYMUTANT_DESC,???,,¿?,???,???,???,???
ENEMY_PEBBLES_NAME,Pebbles,,Pebbles,Pétra,Pebbles,Ciottolone,Seixos
ENEMY_PEBBLES_DESC,"Its melee attack knocks units back.
Can throw rocks.",,"Su ataque cuerpo a cuerpo hace retroceder a las unidades.
Puede lanzar rocas.","Son attaque au corps-à-corps repousse les unités.
Peut lancer des pierres.","Sein Nahkampfangriff stößt Einheiten zurück.
Kann Steine werfen.","Il suo attacco corpo a corpo respinge le unità.
Può lanciare rocce.","Seu ataque corpo-a-corpo empurra unidades para trás.
Pode jogar pedras."
ENEMY_MORANA_NAME,Morana,,Morana,Morana,Morana,Morana,Morana
ENEMY_MORANA_DESC,"Its ranged attack inflicts Leech.
Reanimates dead bodies.
Revives through dead bodies.",,"Su ataque a distancia inflige sanguijuela.
Resucita cadáveres.
Esta unidad revive a través de los cadáveres.","Son attaque à distance inflige Sangsue.
Réanime les cadavres.
Se réincarne à travers les cadavres.","Ihr Fernkampfangriff verursacht Blutegel.
Belebt Leichen wieder.
Kann sich selbst durch Leichen wiederbeleben.","Il suo attacco a distanza infligge Sanguisuga.
Rianima i cadaveri.
Torna in vita attraverso i cadaveri.","Seu ataque à distância aplica sanguessuga.
Reanima corpos mortos.
Volta à vida através de corpos mortos."
ENEMY_FRANKLIN_NAME,Franklin,,Franklin,Franklin,Franklin,Franklin,Franklin
ENEMY_FRANKLIN_DESC,"Spawns Robots and crafts weapons.
Enters a Mech when at low HP.",,"Genera robots y fabrica armas.
Se coloca un traje robótico cuando tiene pocos PS.","Invoque des robots et fabrique des armes.
Grimpe dans une armure mecha quand ses PV sont bas.","Erschafft Roboter und stellt Waffen her.
Setzt sich bei niedrigen LP in einen Mech.","Genera robot e crea armi.
Quando ha pochi PS entra in un Mech.","Gera robôs e fabrica armas.
Entre em um mecha quando a saúde está baixa."
ENEMY_GEIN_NAME,Gein,,Gein,Gein,Gein,Gein,Gein
ENEMY_GEIN_DESC,"Hooks and pulls units that end their movement in range, inflicting Bleed.
Does a melee spin attack that spawns meat.
Seeks meat pickups.
Trample.",,"Engancha y atrae a las unidades que terminan el movimiento a su alcance para infligirles hemorragia.
Lanza un ataque giratorio cuerpo a cuerpo que genera carne.
Busca recogibles de carne.
Pisotón.","Hameçonne et attire vers lui les unités qui terminent leur déplacement à portée, leur infligeant Saignement.
Effectue une attaque tournoyante au corps-à-corps qui fait apparaître de la viande.
Est attiré par la viande.
Piétinement.","Verwendet seinen Haken, um Einheiten an sich heranzuziehen, die in Reichweite stehenbleiben. Verursacht Blutung.
Sein Wirbelangriff lässt Fleisch erscheinen.
Sucht Fleisch auf.
Trampel.","Aggancia e tira a sé le unità che terminano il loro spostamento nel suo raggio d'azione, infliggendo Sanguinamento.
Esegue un attacco rotante corpo a corpo che genera carne.
Cerca raccoglibili carne.
Calpestamento.","Engancha e puxa unidades que terminam seu movimento dentro do alcance, aplicando sangramento.
Realiza um ataque corpo-a-corpo que gera carne.
Busca coletáveis de carne.
Atropelamento."
ENEMY_ALICE_NAME,Alice,,Alice,Alice,Alice,Alice,Alice
ENEMY_ALICE_DESC,"Has a psychic choke attack that inflicts Bruise on a unit in her line of sight.
Knocks back any enemy that casts a spell.",,"Tiene un ataque con asfixia psíquica que inflige moratón a una unidad de su campo visual.
Hace retroceder a cualquier enemigo que lance un hechizo.","Dispose d'une attaque d'étranglement psychique qui inflige Contusion à une unité dans sa ligne de mire.
Repousse tout ennemi qui lance un sort.","Hat einen psychischen Würgeangriff, der Beulen bei Einheiten in ihrer Sichtlinie verursacht.
Stößt Einheiten zurück, die Zauber wirken.","Possiede un attacco psichico soffocante che infligge Livido a un'unità all'interno del suo campo visivo.
Respinge tutti i nemici che lanciano un incantesimo.","Possui um ataque psíquico de enforcamento que aplica contusão em uma unidade dentro de seu campo de visão.
Empurra para trás inimigos que lançam encantamentos."
ENEMY_DRAVEN_NAME,Draven,,Draven,Panoramis,Draven,Draven,Draven
ENEMY_DRAVEN_DESC,"Heals and buffs his crows.
Enters Squirrel Form once his crows die.",,"Cura a sus cuervos y les otorga ventajas.
Adopta la forma de la ardilla cuando los cuervos mueren.","Soigne et confère des bonus à ses corbeaux
Prend la forme d'un écureuil une fois que ses corbeaux sont morts.","Heilt und stärkt seine Krähen.
Nimmt Eichhörnchengestalt an, wenn seine Krähen sterben.","Cura e potenzia i suoi corvi.
Assume le Sembianze dello Scoiattolo quando i suoi corvi muoiono.","Cura e fortalece seus corvos.
Entra na forma de esquilo quando seus corvos morrem."
ENEMY_DRAVENSQUIRRELFORM_DESC,"Has a multi-hit melee attack.
Spawns squirrels.",,"Lanza un ataque cuerpo a cuerpo que golpea varias veces.
Genera ardillas.","Attaque multiple au corps-à-corps.
Invoque des écureuils.","Hat einen mehrfach treffenden Nahkampfangriff.
Lässt Eichhörnchen erscheinen.","Possiede un attacco corpo a corpo multiplo.
Genera scoiattoli.","Possui um ataque corpo-a-corpo multigolpes.
Gera esquilos."
ENEMY_DRAVENCROW_NAME,Draven's Crow,,Cuervo de Draven,Corbeau de Panoramis,Dravens Krähe,Il Corvo di Draven,Corvo de Draven
ENEMY_DRAVENCROW_DESC,"Melee attacker than can also use a wind attack with Knockback.
Will move and attack enemies that attack Draven.",,"Este atacante cuerpo a cuerpo también puede lanzar un ataque ventoso con retroceso.
Se mueve para atacar a los enemigos que atacan a Draven.","Attaquant au corps-à-corps pouvant utiliser une attaque de vent avec Recul.
Se déplace et attaque les ennemis qui s'en prennent à Panoramis.","Nahkämpfer mit einem Windangriff, der Rückstoß verursacht.
Bewegt sich auf Gegner zu, die Draven angreifen, und greift sie an.","Specialista del corpo a corpo capace di usare anche un attacco di vento con Contraccolpo.
Si muove e attacca i nemici che se prendono di mira Draven.","Agressor corpo-a-corpo que também pode utilizar um ataque de vento com empurrão.
Move e ataca inimigos que atacam Draven."
ENEMY_CHANHUNG_NAME,Chan Hung,,Chan Hung,Chan Hung,Chan Hung,Chan Hung,Chan Hung
ENEMY_CHANHUNG_DESC,"Uses his own actions every time one of his enemies uses an action.
Has a different response for move, attack/weapon, and spell/trinket.",,"Usa sus propias acciones cada vez que un enemigo realiza una acción.
Tiene respuestas distintas para el movimiento, ataque/arma, y hechizo/baratija.","Utilise ses propres actions chaque fois qu'un de ses ennemis effectue une action.
A une réaction différente selon qu'il s'agisse d'un déplacement, d'une attaque/arme ou d'un sort/babiole.","Führt seine eigenen Aktionen jedes Mal aus, wenn einer seiner Gegner eine Aktion benutzt.
Reagiert unterschiedlich auf Bewegungen, Angriffe, Waffen, Zauber und Zubehör.","Usa le sue azioni ogni volta che uno dei suoi nemici fa altrettanto.
Ha una risposta diversa per ogni mossa, attacco/arma, e incantesimo/ciondolo.","Usa suas próprias ações toda vez que um inimigo usa uma ação.
Possui diferentes respostas para movimentos, ataques/armas e encantamentos/penduricalhos."
ENEMY_ARTHUR_NAME,Arthur,,Arthur,Arthur,Arthur,Arthur,Arthur
ENEMY_ARTHUR_DESC,Who knows what he will do!?,,¡Este tío puede salir por peteneras!,Qui sait ce qu'il mijote&nbsp;?!,"Wer weiß, was er kann?!",Chissà cosa farà?!,Quem sabe o que ele pode fazer?
ENEMY_CHUPACABRA_NAME,Chupacabra,,Chupacabras,Chupacabra,Chupacabra,Chupacabra,Chupacabra
ENEMY_CHUPACAPBRA_DESC,More like chupa gato! Am I right?,"secret boss, gets flavor text instead of descriptive text.","Tendrían que llamarlo el chupagatos, ¿a que sí?","C'est plutôt un chupagato, j'ai pas raison&nbsp;?",Oder sollte ich lieber chupa gato sagen? Hah!,Più che altro un chupa gato! Giusto?,"Está mais para chupagato, não?"
ENEMY_HELLSPAWN_NAME,Hellspawn,,Engendro Infernal,Suppôt infernal,Höllenbrut,Creatura Infernale,Prole Infernal
ENEMY_HELLSPAWN_DESC,It has such sights to show you!,"secret boss, gets flavor text instead of descriptive text.",¡Tiene maravillas que mostrarte!,Il a tant de jouissances à vous faire découvrir&nbsp;!,Er hat dir so viele wundervolle Dinge zu zeigen!,Ha tante cose interessanti da mostrarti!,São tantas vistas bonitas para mostrar a você!
ENEMY_PARAISARIA_NAME,Paraisaria,,Paraisaria,Paraisaria,Paraisaria,Paraisaria,Paraisaria
ENEMY_PARAISARIA_DESC,Takes an extra turn for each Sprout.,,Juega un turno extra por cada verdugón.,Joue un tour bonus par pousse.,Erhält einen zusätzlichen Zug pro Schössling.,Effettua un turno aggiuntivo per ogni Germoglio.,Obtém um turno adicional para cada broto.
ENEMY_FRODROCKSNOW_NAME,Frod Rocksnow,,Petrio Picarroca,Fred Pierrafroid,Frod Eisstein,Frod Rocksnow,Frod Rochaneve
ENEMY_FRODROCKSNOW_DESC,"Has a wide melee attack with Knockback and a chance to stun.
Can throw rocks.",,"Tiene un ataque cuerpo a cuerpo amplio con retroceso y probabilidad de aturdir.
Puede lanzar rocas.","Dispose d'une attaque au corps-à-corps ample avec Recul et une chance d'infliger Étourdissement.
Peut lancer des pierres.","Hat einen weiten Nahkampfangriff mit Rückstoß, der betäuben kann.
Kann Steine werfen.","Possiede un ampio attacco corpo a corpo con Contraccolpo e la possibilità di infliggere Stordimento.
Può lanciare rocce.","Possui um ataque corpo-a-corpo amplo com empurrão e uma chance de atordoar.
Pode jogar pedras."
ENEMY_WOLMAROCKSNOW_NAME,Wolma Rocksnow,,Volma Picarroca,Wilma Pierrafroid,Wolma Eisstein,Wolma Rocksnow,Wolma Rochaneve
